date,1-Month Treasury Constant Maturity Rate_Log_delta,3-Month Treasury Bill: Secondary Market Rate_Log_delta,1-Year Treasury Constant Maturity Rate_Log_delta,2-Year Treasury Constant Maturity Rate_Log_delta,5-Year Treasury Constant Maturity Rate_Log_delta,10-Year Treasury Constant Maturity Rate_Log_delta,Federal Funds Effective Rate_Log_delta,Commercial Paper Interest Rate_Log_delta,ICE BofA US High Yield Index Effective Yield_Log_delta,ICE BofA US High Yield Index Option-Adjusted Spread (OAS)_Log_delta,10-Year Treasury Constant Maturity Minus 2-Year Treasury Constant Maturity_Log_delta,10-Year Treasury Constant Maturity Minus Federal Funds Rate_Log_delta,10-Year Treasury Constant Maturity Minus 3-Month Treasury Constant Maturity_Log_delta,U.S. Dollars to Euro Spot Exchange Rate_Log_delta,Crude Oil Prices: West Texas Intermediate (WTI)_Log_delta,Crude Oil Prices: Brent - Europe_Log_delta,CBOE NASDAQ 100 Volatility Index_Log_delta,CBOE DJIA Volatility Index_Log_delta,VIX Volatility Index_Log_delta,Nasdaq Composite Index_Log_delta,NASDAQ 100 Index_Log_delta,Wilshire 5000 Total Market Index_Log_delta,Moody's Seasoned Aaa Corporate Bond Yield_Log_delta,Moody's Seasoned Baa Corporate Bond Yield_Log_delta,Nominal Broad U.S. Dollar Index_Log_delta,Wilshire 5000 to GDP Ratio_Log_delta,SPGSCI_Log_delta,open_Log_delta,high_Log_delta,low_Log_delta,close_Log_delta,adj close_Log_delta,volume_Log_delta,close,Consumer Price Index (CPI)_Log_delta,Retail Sales_Log_delta,Industrial Production_Log_delta,Nonfarm Payrolls_Log_delta,Personal Income_Log_delta,Personal Consumption Expenditures (PCE)_Log_delta,Business Inventories_Log_delta,Consumer Credit_Log_delta,Construction Spending_Log_delta,Money Supply (M2)_Log_delta,Consumer Price Index: All Items: Total for United States_Log_delta,Equity Market Volatility Tracker: Macroeconomic News and Outlook: Other Financial Indicators_Log_delta,Equity Market Volatility Tracker: Exchange Rates_Log_delta,Equity Market Volatility Tracker: Housing And Land Management_Log_delta,Equity Market Volatility Tracker: Competition Matters_Log_delta,Equity Market Volatility Tracker: Government Sponsored Enterprises_Log_delta,Equity Market Volatility Tracker: Taxes_Log_delta,Equity Market Volatility Tracker: Competition Policy_Log_delta,Equity Market Volatility Tracker: Labor Disputes_Log_delta,Equity Market Volatility Tracker: Intellectual Property Matters_Log_delta,Monetary Base; Total_Log_delta,Monetary Base; Currency in Circulation_Log_delta,Swiss Monetary Base Aggregate_Log_delta,Currency in Circulation_Log_delta,"All Employees, Private Service-Providing_Log_delta",Continued Claims (Insured Unemployment)_Log_delta,Real personal consumption expenditures (chain-type quantity index)_Log_delta,Market Value of Marketable Treasury Debt_Log_delta,Coincident Economic Activity Index for the United States_Log_delta,Total Construction Spending: Total Construction in the United States_Log_delta,Industrial Production: Manufacturing: Durable Goods: Semiconductor and Other Electronic Component (NAICS = 3344)_Log_delta,Manufacturers Inventories_Log_delta,Manufacturers Sales_Log_delta,Advance Retail Sales: Retail Trade_Log_delta,Advance Real Retail and Food Services Sales_Log_delta,Advance Retail Sales: Retail Trade and Food Services_Log_delta,Retail Sales: Retail Trade_Log_delta,Retailers Inventories_Log_delta,Real Manufacturing and Trade Industries Sales_Log_delta,Merchant Wholesalers Inventories_Log_delta,S&P CoreLogic Case-Shiller U.S. National Home Price Index_Log_delta,Producer Price Index by Industry: Total Manufacturing Industries_Log_delta,GDP_Log_delta,Real Gross Domestic Product_Log_delta,Real gross domestic product per capita_Log_delta,Real Potential Gross Domestic Product_Log_delta,Federal government current expenditures: Interest payments_Log_delta,Federal government current tax receipts_Log_delta,Federal Government: Current Expenditures_Log_delta,Corporate Profits After Tax (without IVA and CCAdj)_Log_delta,Federal Debt: Total Public Debt_Log_delta
2/28/2012,0.003273325,-0.003590668,0.001790511,0,0,0.003252035,0,-0.001839927,-0.002221729,-0.001736865,0.002985077,0.002207506,0.004241788,0.004114023,-0.005813792,-0.009723129,0.001635118,0.002098881,-0.002788388,0.00122028,0.001413706,0.000520214,0.00316456,0.002389487,-0.003231873,0.000998878,-0.007149435,3.73E-05,7.08E-05,2.79E-05,3.09E-05,3.09E-05,0.000101124,2.253999949,0.001938483,0.007316028,0.004413389,0.003910211,0.003673631,0.004249265,0.0053046,0.00127502,-0.003101816,0.002124968,0.003995953,-0.004678912,-0.027360852,0.20549149,0.02177412,-0.014709674,-0.047471056,0.008440964,-0.050351974,0.033425396,0.006410202,0.004710154,-0.00577054,0.003807107,0.003612392,-0.003305686,0.005090196,0.002813838,0.002333933,-0.003101816,0.005783698,0.002397607,0.004884774,0.007316028,0.010424073,0.006385769,0.007316028,0.006116536,0.003512848,0.006591589,-0.000581252,0.004603678,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
2/29/2012,-0.003273325,-0.003603608,0,0,0.005305052,0.006472515,0,0.014625489,0.00133363,-0.001304632,0.005943554,0.004400447,0.006329135,-0.009132484,0.001502584,-0.007193553,0.003512737,0.003720502,0.005689744,-0.001177011,-0.000548302,-0.001115076,0,0.002383791,-0.00130245,-0.002607486,3.52E-05,2.75E-05,-5.15E-05,-4.93E-06,-6.50E-05,-6.50E-05,-0.001248455,2.227333069,0.001938483,0.007316028,0.004413389,0.003910211,0.003673631,0.004249265,0.0053046,0.00127502,-0.003101816,0.002124968,0.003995953,-0.004678912,-0.027360852,0.20549149,0.02177412,-0.014709674,-0.047471056,0.008440964,-0.050351974,0.033425396,0.006410202,0.004710154,-0.00577054,0.003807107,0.003612392,-0.003305686,0.005090196,0.002813838,0.002333933,-0.003101816,0.005783698,0.002397607,0.004884774,0.007316028,0.010424073,0.006385769,0.007316028,0.006116536,0.003512848,0.006591589,-0.000581252,0.004603678,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/1/2012,-0.001640689,0,0,0,0.00352113,0.008032172,0.001839927,-0.012785562,0,-0.001742161,0.007380107,0.004381168,0.005243851,-0.003854712,0.005134643,0.014136917,-0.014506719,-0.010499396,-0.014224299,0.001307836,0.001081496,0.001337942,0.010997754,0.005934736,0.000697952,0.002996849,0.008475289,-4.86E-05,6.11E-05,2.79E-05,0.000162553,0.000162553,0.002736404,2.29399991,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/2/2012,-0.001643386,-0.001806685,-0.001790511,-0.003773589,-0.008826183,-0.006420568,0,0,-0.000444346,0.001306905,-0.00294551,-0.004381168,-0.003143009,-0.011754294,-0.006361072,0.000675797,-0.005734326,-0.001760667,0.000367264,-0.000756773,-0.000103654,-0.000891762,-0.006269613,-0.005934736,0.007441948,-0.002164331,-0.007710622,0.000144159,0,6.57E-05,-6.01E-05,-6.01E-05,-0.002502914,2.269332886,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/5/2012,0.001643386,0.001806685,0,0.005655057,0.005305052,0.001609011,0,0,0.002663117,0.001739887,-0.002954212,0.001097093,0,0.002401923,6.14E-05,0.002976016,0.016979627,0.006323947,0.009259325,-0.001524165,-0.00141098,-0.000780945,0.004705891,0.003565066,0.002929536,-0.001736136,-0.000826223,-8.10E-06,-1.61E-05,-4.11E-05,-4.39E-05,-4.39E-05,-0.001355981,2.251332998,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/6/2012,-0.001643386,0,0,-0.001881468,-0.007079676,-0.006451635,0,0,0.008386719,0.010376228,-0.004447746,-0.004395611,-0.004206105,-0.011258663,-0.006123567,-0.006558965,0.022978096,0.032503579,0.033626633,-0.002385462,-0.001376379,-0.003353832,-0.006279455,-0.005948858,0.011420017,-0.007566635,-0.009559819,-0.000178178,-0.00018012,-0.000137975,-0.000107293,-0.000107293,0.001744466,2.207333088,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/7/2012,0,0,0.001790511,0,0.003546103,0.003231021,0,0,-0.001759789,-0.003015294,0.002967361,0.002200221,0.002105264,0.003531968,0.004465599,0.001355068,-0.012354988,-0.018016451,-0.021332878,0.001507613,0.001001865,0.00160379,0.006279455,0.003573559,-0.002900372,0.003562695,0.004437866,-2.11E-05,4.82E-06,4.76E-05,1.63E-06,1.63E-06,-0.003415012,2.207999945,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/8/2012,0.001643386,0,0,0.003759403,0.007054703,0.008032172,0,0,-0.001762892,-0.003024414,0.004434597,0.005479466,0.005243851,0.010721008,0.001504568,0.010262596,-0.017178029,-0.015421489,-0.0135072,0.002060153,0.001552761,0.002121997,0.007794272,0.0059277,-0.008833562,0.004558347,0.004796555,-1.62E-06,2.90E-05,2.14E-05,-8.13E-06,-8.13E-06,0.004385563,2.204667091,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/9/2012,-0.001643386,0.001803427,0,0.001874415,0.001755927,0.001598721,0.001836548,-0.00091954,-0.000441209,-0.000865801,0,0,0,-0.014859711,0.002298535,0.000472944,-0.01195943,-0.005272111,-0.010251493,0.001061341,0.000511412,0.000966435,0.003100778,0.001181335,0.003641652,0.002249343,0.003652468,1.46E-05,0.00029267,2.63E-05,0.000271462,0.000271462,0.014889793,2.315999985,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/12/2012,-0.001646091,0,0,0,0.003502631,0,0,-0.000920387,-0.000883002,-0.001300109,0,0,0,0.003332495,-0.003250141,-0.003196719,-0.01808134,-0.025218417,-0.018196949,-0.000277072,0,-7.43E-05,-0.00465478,-0.002364067,0.004789337,-0.000341461,-0.002588689,0.000241347,0.000157555,0.000229927,0.000206393,0.000206393,0.006562608,2.400666952,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/13/2012,0.001646091,-0.001803427,0.003571432,0.003738322,0.012163486,0.015848192,0,0,-0.002210923,-0.003910498,0.01173034,0.010869672,0.011440582,-0.003231347,0.001105006,0.003433107,-0.003525038,-0.002412255,-0.010548886,0.003323348,0.002670743,0.003893725,0.010827639,0.010594566,-0.002660223,0.008354773,0.004086232,0.000294719,4.82E-05,0.000147781,1.30E-05,1.30E-05,-0.015465639,2.405999899,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/14/2012,0.003284075,0.001803427,0.001780944,0.009285118,0.023891921,0.023311079,0.001833181,0.013717636,-0.00088574,-0.006113556,0.014472033,0.015021742,0.014373964,-0.008532302,-0.003718905,-0.0045801,0.014928557,0.007219379,0.006417942,5.02E-05,0.000578829,-0.000481259,0.025817683,0.016260521,0.008211377,-0.001268609,-0.005185177,-8.26E-05,-9.48E-05,-0.00011494,-0.000130003,-0.000130003,-0.002435569,2.352667093,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/15/2012,0,-0.001803427,0,-0.005560719,-0.003378382,0,0.001829827,0.013532006,0.001770695,0.001750547,0.004301082,-0.00106553,0.001018849,0.004579928,-0.000924186,-0.013346014,-0.004390503,-0.008306795,0.001378878,0.000922525,0.000336178,0.001369128,-0.004507896,0,-0.003015989,0.00299597,-0.001910679,-0.000116592,-8.36E-05,-3.28E-06,-4.71E-05,-4.71E-05,-0.004557649,2.333333015,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/16/2012,-0.001640689,0.001803427,0,0,0.003378382,0.003067487,0.001826485,0,0,-0.00043735,0.002857145,0.00106553,0.001017812,0.010203655,0.005654942,0.005838382,-0.010145769,-0.009474139,-0.011971663,-6.54E-05,-0.0001059,0.000184874,0,-0.001152738,-0.005440984,0.000353659,0.008355194,-6.15E-05,6.59E-05,8.21E-06,5.20E-05,5.20E-05,0.002570404,2.354666948,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/19/2012,0,0.001800181,0,0.003710579,0.011735256,0.012176711,0,-0.010810916,0,-0.003066815,0.008522779,0.008483614,0.007095823,0.007111052,0.003243279,0.002667889,0.001045342,0.012491825,0.007200183,0.001358732,0.001078494,0.000923856,0.010486987,0.008041399,-0.004851416,0.002063335,0.001694104,5.83E-05,-9.16E-05,-4.76E-05,-5.53E-05,-5.53E-05,0.004649679,2.332000017,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/20/2012,0.001640689,0,0.001777778,0.003696862,0.00332779,-0.001514005,0,0.005420067,0.000884173,0.000438693,-0.00425231,-0.001056524,-0.001010612,-0.001998003,-0.007389158,-0.005502845,-0.002615406,0.008162331,0.006773734,-0.000245566,0.000229977,-0.000812948,-0.002985077,-0.002290952,0.006556854,-0.001896275,-0.009450132,-4.53E-05,-1.93E-05,4.93E-06,-3.25E-06,-3.25E-06,-0.00729516,2.330667019,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/21/2012,0.001638002,-0.001800181,-0.001777778,-0.003696862,-0.01169604,-0.010662706,0,0,-0.000441989,0.002190581,-0.007127614,-0.00742709,-0.006085211,-0.003205131,0.003655413,-0.001961217,-0.001572533,-0.001196172,-0.005641587,6.89E-05,-3.95E-05,-0.00033276,-0.015060526,-0.010374733,0.001445264,-0.000536348,0.001302708,-6.48E-06,1.61E-05,4.93E-06,3.09E-05,3.09E-05,0.00065591,2.343333006,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/22/2012,-0.004922077,-0.001803427,-0.003565066,-0.003710579,-0.003367007,-0.003067487,-0.001826485,0,0.001766785,0.002622379,0,-0.00106553,-0.001017812,0.000401204,-0.005811914,-0.005624764,0.007838054,0.002510312,0.005516564,-0.000706954,-0.000283149,-0.001628424,-0.003039516,-0.00115942,0.003033237,-0.003604686,-0.006566084,4.86E-06,-2.41E-05,-4.93E-05,-0.000121897,-0.000121897,-0.001384115,2.293333054,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/23/2012,0,0,0,0,-0.005071862,-0.006163348,0,-0.001803427,-0.000441404,0.0008726,-0.005738897,-0.004273511,-0.004081638,0.006895545,0.004461889,0.01089929,-0.00338895,-0.010682452,-0.009421588,0.000271058,-0.000155292,0.000814543,-0.007639457,-0.004651171,-0.004289419,0.001844707,0.006847537,-0.00011499,-8.36E-05,-0.000188873,-5.20E-05,-5.20E-05,0.010531664,2.272000074,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/26/2012,0,0.001803427,0,-0.001860466,-0.001696353,0.001544402,0,-0.001806685,-0.001325381,-0.0008726,0.002873565,0.001070091,0,0.006452596,0.00196307,0.002547366,-0.008522965,-0.006173233,-0.007093127,0.003214677,0.002600988,0.002993295,0.00306279,0.001164822,-0.00602247,0.006550759,0.001722104,0.000215396,0.00055622,0.000310389,0.000539513,0.000539513,0.03134178,2.493333101,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/27/2012,0.001643386,0,-0.001787311,-0.005602256,-0.008525201,-0.009302393,0,0,-0.00132714,0.0008726,-0.00431345,-0.00643779,-0.006153866,0.000791296,0.000765779,-0.002387966,0.014381213,0.011348667,0.016764746,-0.000130386,0.000215263,-0.000664403,-0.004597709,-0.003498546,-0.000982871,-0.001552198,-0.000922195,0.000254202,0.000298881,0.000326709,8.77E-05,8.77E-05,-0.009463155,2.529333115,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
3/28/2012,-0.003289477,0,0,0.001870908,0.001710864,0.001556421,-0.001829827,0,0.000442576,0,0,0.002150538,0.001028278,-0.003565772,-0.00589628,-0.003352761,0.003369188,0.003953758,-0.001501126,-0.000904359,-0.000585518,-0.001034394,0.00153492,0,0.006743524,-0.002487392,-0.007612049,0.00010037,-0.000242632,1.31E-05,-1.46E-05,-1.46E-05,-0.025369301,2.523333073,0.001899011,0.00194305,-0.007028259,0.003139588,0.002480825,0.000314217,0.002447824,0.002225008,0.002445682,0.001817237,0.006885278,-0.042002754,-0.018090864,-0.147304232,-0.052002157,-0.016773493,-0.033994697,0.033661886,0.052162665,-0.103830133,-0.004684017,0.004616114,-0.009665865,0.005399469,0.002795772,-0.002143828,-0.001104362,-0.001813498,0.003133255,0.002445682,0.003503123,0.002093721,-0.001009413,0.00194305,0.001122531,0.001670664,0.00194305,0.003917199,-0.000905256,0.001541693,0.006331345,0.010054102,0.004514625,0.004094294,0.003586057,0.004203662,-0.004587522,0.00819506,-0.000154516,-0.017445207,0.006021639
